22	10939424	10940596	-
22	10940708	10941690	-
22	10941781	10944966	-
22	10945054	10947303	-
22	10947419	10949211	-
22	10949270	10950048	-
22	10950175	10959066	-
22	10959137	10961282	-
22	11066016	11067334	-
22	11066516	11067984	+
22	11124380	11124507	+
22	12602528	12604669	+
22	12604740	12615408	+
22	12615535	12616313	+
22	12616372	12618170	+
22	12618290	12620837	+
22	12620939	12624241	+
22	12624332	12625316	+
22	12625429	12626606	+
22	15290837	15290994	+
22	15291025	15295331	+
22	15295411	15295729	+
22	15295833	15297156	+
22	15327757	15342359	-
22	15342427	15342944	-
22	15490132	15490871	+
22	15490948	15492485	+
22	15541608	15558445	+
22	15552888	15553210	-
22	15553587	15553690	-
22	15558592	15560155	-
22	15558627	15575611	+
22	15560265	15560524	-
22	15575787	15577966	+
22	15602515	15604051	-
22	15604134	15604841	-
22	15622713	15623986	-
22	15624072	15624538	-
22	15624675	15624955	-
22	15625095	15625471	-
22	15625902	15627331	-
22	15627411	15627649	-
22	15627717	15628381	-
22	15628587	15629737	-
22	15629892	15631429	-
22	15631539	15631918	-
22	15635312	15636010	-
22	15636068	15636545	-
22	15636715	15636799	-
22	15636866	15637380	-
22	15637460	15638851	-
22	15639044	15644203	-
22	15690315	15690425	+
22	15690710	15695370	+
22	15695486	15695644	+
22	15695819	15697373	+
22	15695819	15698661	+
22	15697630	15698661	+
22	15698769	15700077	+
22	15700216	15702685	+
22	15701483	15702959	-
22	15702757	15708019	+
22	15708091	15709781	+
22	15709827	15710867	+
22	15711035	15719659	+
22	15719779	15721285	+
22	15746900	15754387	+
22	15749799	15750371	-
22	15754454	15778009	+
22	15765781	15774711	+
22	15774849	15778009	+
22	15785058	15787171	+
22	15785058	15791016	+
22	15787283	15788551	+
22	15787283	15788584	+
22	15788700	15788819	+
22	15788932	15790660	+
22	15788932	15790684	+
22	15790799	15791009	+
22	15790799	15791016	+
22	15791153	15791627	+
22	15791153	15815475	+
22	15806012	15806355	-
22	15806012	15813393	-
22	15813482	15815574	-
22	15813482	15820620	-
22	15815567	15818573	+
22	15815567	15826141	+
22	15853222	15859049	+
22	15859172	15876488	+
22	15876688	15877314	+
22	15877449	15893136	+
22	15915147	15915640	-
22	16387840	16390135	+
22	16390221	16390369	+
22	16390496	16390640	+
22	16424109	16424524	+
22	16425213	16425244	+
22	16425489	16425517	+
22	16429162	16433325	-
22	16433462	16434363	-
22	16434455	16438286	-
22	16438438	16439312	-
22	16439392	16459929	-
22	16460105	16472851	-
22	16472979	16474087	-
22	16474230	16476698	-
22	16503377	16508154	+
22	16508240	16509387	+
22	16521290	16525946	+
22	16526114	16526974	+
22	16572151	16572707	+
22	16572754	16573043	+
22	16573213	16573421	+
22	16573528	16574465	+
22	16578074	16580810	-
22	16581288	16582506	-
22	16602216	16611657	+
22	16602216	16622840	+
22	16602216	16638578	+
22	16611894	16613984	+
22	16611894	16614076	+
22	16614179	16614698	+
22	16614179	16622840	+
22	16616347	16616745	+
22	16619721	16620051	+
22	16620161	16622840	+
22	16622898	16637039	+
22	16637091	16638578	+
22	16638741	16639297	+
22	16638741	16647167	+
22	16638741	16647604	+
22	16638741	16648526	+
22	16638741	16697495	+
22	16645814	16646447	-
22	16647258	16647662	+
22	16647786	16648526	+
22	16648649	16653509	+
22	16649962	16652321	+
22	16652484	16652932	+
22	16654077	16659496	-
22	16659629	16659857	-
22	16659970	16661475	-
22	16661556	16669461	-
22	16669621	16670216	-
22	16670262	16671517	-
22	16671179	16671517	-
22	16671589	16673599	-
22	16671589	16675122	-
22	16673753	16675122	-
22	16676047	16677192	-
22	16677377	16679291	-
22	16679494	16690102	-
22	16690281	16690572	-
22	16690617	16691974	-
22	16692140	16694577	-
22	16694722	16695003	-
22	16695145	16695241	-
22	16695359	16696777	-
22	16698157	16700313	-
22	16700450	16701153	-
22	16701313	16702042	-
22	16702204	16703992	-
22	16704107	16704308	-
22	16747740	16748275	-
22	16784410	16799770	-
22	16800025	16807738	-
22	16808084	16821606	-
22	16828061	16828541	+
22	16844526	16844864	+
22	16845077	16845918	+
22	16846082	16846304	+
22	16869627	16870775	+
22	16904517	16904640	-
22	16914551	16914930	-
22	16921754	16922124	-
22	16926198	16926377	-
22	16933826	16933948	-
22	16962877	16963724	-
22	16963830	16964765	-
22	16964863	16965177	-
22	16965269	16966099	-
22	16966184	16968297	-
22	16966365	16968297	-
22	16967446	16968297	-
22	16967482	16968297	-
22	16968384	16969942	-
22	16968384	16987959	-
22	16968384	16991872	-
22	16970194	16987959	-
22	16988117	16991872	-
22	16988168	16991872	-
22	16992177	17007940	-
22	17022043	17022348	-
22	17037345	17044872	+
22	17045001	17046345	+
22	17045001	17047323	+
22	17046445	17047323	+
22	17047427	17056376	+
22	17047427	17057072	+
22	17047427	17060594	+
22	17047431	17058014	+
22	17085230	17097061	+
22	17085230	17097796	+
22	17097087	17097796	+
22	17097944	17098774	+
22	17098888	17100354	+
22	17100482	17101995	+
22	17102044	17102138	+
22	17102303	17103493	+
22	17103578	17104725	+
22	17104811	17105590	+
22	17105603	17105852	+
22	17105603	17107726	+
22	17105955	17107726	+
22	17107769	17108306	+
22	17120144	17121251	-
22	17122040	17122568	+
22	17122040	17124654	+
22	17122739	17124654	+
22	17124772	17130361	+
22	17130485	17131614	+
22	17138358	17138549	-
22	17138358	17141058	-
22	17138739	17141058	-
22	17141234	17141392	-
22	17141234	17143097	-
22	17143132	17145023	-
22	17143132	17159125	-
22	17145118	17148447	-
22	17148561	17149541	-
22	17148561	17158456	-
22	17149746	17158456	-
22	17149746	17159125	-
22	17149746	17165208	-
22	17159552	17165268	+
22	17159838	17165268	+
22	17181577	17181819	-
22	17182023	17182603	-
22	17182762	17188338	-
22	17188448	17189941	-
22	17190033	17191682	-
22	17191811	17198598	-
22	17191811	17199548	-
22	17191811	17203562	-
22	17203774	17207070	-
22	17207291	17209355	-
22	17207291	17219355	-
22	17209599	17221726	-
22	17209686	17221726	-
22	17209691	17219355	-
22	17209724	17219355	-
22	17209724	17221726	-
22	17213757	17214063	+
22	17258307	17260789	-
22	17261046	17266522	-
22	17360024	17477587	+
22	17369910	17477587	+
22	17428541	17477587	+
22	17477160	17477587	+
22	17477683	17497402	+
22	17497587	17499409	+
22	17499550	17500630	+
22	17500736	17503081	+
22	17503132	17504846	+
22	17505017	17511812	+
22	17511897	17524117	+
22	17524272	17537102	+
22	17524328	17534743	+
22	17534748	17537102	+
22	17537233	17538519	+
22	17538558	17538639	+
22	17538732	17538992	+
22	17539120	17540411	+
22	17540801	17541838	+
22	17541968	17542156	+
22	17543004	17548147	+
22	17543004	17548150	+
22	17549565	17550242	+
22	17549565	17552030	+
22	17550410	17552030	+
22	17552143	17552834	+
22	17563714	17569923	+
22	17563714	17579744	+
22	17569797	17569923	+
22	17569987	17579744	+
22	17579965	17581036	+
22	17580332	17581333	-
22	17581160	17581357	+
22	17581414	17582562	+
22	17581549	17582250	-
22	17581549	17585264	-
22	17582373	17587866	-
22	17582654	17583415	+
22	17583535	17587135	+
22	17585387	17587866	-
22	17587302	17587924	+
22	17588080	17589589	+
22	17589666	17590094	+
22	17592737	17594528	-
22	17594617	17598193	-
22	17598289	17600026	-
22	17600096	17601091	-
22	17600096	17612811	-
22	17601182	17612811	-
22	17612879	17613210	-
22	17613321	17619033	-
22	17613321	17619460	-
22	17613321	17628602	-
22	17619128	17619460	-
22	17619527	17628602	-
22	17628907	17638101	+
22	17629006	17638101	+
22	17638701	17655661	+
22	17638887	17655661	+
22	17638887	17683213	+
22	17655833	17683213	+
22	17655833	17702242	+
22	17683322	17688985	+
22	17683322	17696140	+
22	17683322	17702242	+
22	17683322	17726676	+
22	17689143	17692355	+
22	17689143	17696140	+
22	17689143	17702242	+
22	17689143	17726676	+
22	17696211	17702242	+
22	17696211	17726676	+
22	17702387	17726676	+
22	17706826	17726676	+
22	17735592	17738016	-
22	17738230	17739348	-
22	17739489	17740081	-
22	17739489	17743802	-
22	17739489	17750104	-
22	17739489	17773609	-
22	17739489	17774380	-
22	17739489	17774639	-
